[0208/222139.423:INFO:CONSOLE(0)] "Document-Policy HTTP header: Unrecognized document policy feature name include-js-call-stacks-in-crash-reports.", source: https://docs.google.com/document/d/1Ko3YyldSGAtlJSqSBgxfq1AzlDd31g_m_hPA67ziIG0/edit (0)
[0223/155219.839:INFO:CONSOLE(1050)] "Status changed: 24/58 (2.3 GB) - Loading 'Half-Life 2 Leak Prop Pack (Light)'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155219.859:INFO:CONSOLE(1050)] "Status changed: 25/58 (2.3 GB) - Loading 'D-Props Scenic Building'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155219.955:INFO:CONSOLE(1050)] "Status changed: 26/58 (2.3 GB) - Loading 'Building Props Pack'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.051:INFO:CONSOLE(1050)] "Status changed: 27/58 (2.3 GB) - Loading 'Half-Life 2 Building Kit'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.132:INFO:CONSOLE(1050)] "Status changed: 28/58 (2.3 GB) - Loading '[simfphys] GTA San Andreas Cars'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.161:INFO:CONSOLE(1050)] "Status changed: 29/58 (2.3 GB) - Loading 'Огнетушитель'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.193:INFO:CONSOLE(1050)] "Status changed: 30/58 (2.3 GB) - Loading 'Media Player - Extended Props'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.208:INFO:CONSOLE(1050)] "Status changed: 31/58 (2.3 GB) - Loading 'Vape SWEP'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.221:INFO:CONSOLE(1050)] "Status changed: 32/58 (2.3 GB) - Loading 'Stockplus - More Construct Props'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.253:INFO:CONSOLE(1050)] "Status changed: 33/58 (2.3 GB) - Loading 'Scene Builder'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.287:INFO:CONSOLE(1050)] "Status changed: 34/58 (2.3 GB) - Loading '[simfphys] Mafia:TCoLH cars'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.300:INFO:CONSOLE(1050)] "Status changed: 35/58 (2.3 GB) - Loading 'Camouflage Man'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.333:INFO:CONSOLE(1050)] "Status changed: 36/58 (2.3 GB) - Loading 'UU-Branded Prop Pack'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.353:INFO:CONSOLE(1050)] "Status changed: 37/58 (2.3 GB) - Loading 'Primitive'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.376:INFO:CONSOLE(1050)] "Status changed: 38/58 (2.3 GB) - Loading 'Tank Track Tool'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.403:INFO:CONSOLE(1050)] "Status changed: 39/58 (2.3 GB) - Loading 'Blue's Slots - Double Or Nothing Content'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.433:INFO:CONSOLE(1050)] "Status changed: 40/58 (2.3 GB) - Loading 'Blue's Slots - Content'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.448:INFO:CONSOLE(1050)] "Status changed: 41/58 (2.3 GB) - Loading 'GMBlox'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.504:INFO:CONSOLE(1050)] "Status changed: 42/58 (2.3 GB) - Loading 'Fishing Mod'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.567:INFO:CONSOLE(1050)] "Status changed: 43/58 (2.3 GB) - Loading 'Half Life 2 Props Extended'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.653:INFO:CONSOLE(1050)] "Status changed: 44/58 (2.3 GB) - Loading '[simfphys] Mafia 2 cars'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.715:INFO:CONSOLE(1050)] "Status changed: 45/58 (2.3 GB) - Loading '[simfphys] FLEX'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.779:INFO:CONSOLE(1050)] "Status changed: 46/58 (2.3 GB) - Loading '[Simfphys] Mafia 2 Hank B Reworked+Fuel Tank trailer'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.790:INFO:CONSOLE(1050)] "Status changed: 47/58 (2.3 GB) - Loading '[Simfphys] GTA San andreas trucks and trailers UPDATED
'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.851:INFO:CONSOLE(1050)] "Status changed: 48/58 (2.3 GB) - Loading 'Track Assembly Tool'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.919:INFO:CONSOLE(1050)] "Status changed: 49/58 (2.3 GB) - Loading 'Manable Emplacements'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155220.988:INFO:CONSOLE(1050)] "Status changed: 50/58 (2.3 GB) - Loading '[Materials] GTAIV Shared Vehicle Textures'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155221.065:INFO:CONSOLE(1050)] "Status changed: 51/58 (2.3 GB) - Loading 'Overhauled Radial Menu'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155221.129:INFO:CONSOLE(1050)] "Status changed: 52/58 (2.3 GB) - Loading 'Space Sandwich for Gmblox'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155221.140:INFO:CONSOLE(1050)] "Status changed: 53/58 (2.3 GB) - Loading 'Content'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155221.198:INFO:CONSOLE(1050)] "Status changed: 54/58 (2.3 GB) - Loading '[simfphys] - Armed'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155221.280:INFO:CONSOLE(1050)] "Status changed: 55/58 (2.3 GB) - Loading 'Newtonian Physgun'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155221.344:INFO:CONSOLE(1050)] "Status changed: 56/58 (2.3 GB) - Loading 'The Division // Glide'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155221.408:INFO:CONSOLE(1050)] "Status changed: 57/58 (2.3 GB) - Loading 'Crappy Video Camera'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155221.440:INFO:CONSOLE(1050)] "Status changed: 58/58 (2.3 GB) - Loading 'Div Foliage And Props'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155221.448:INFO:CONSOLE(1050)] "Status changed: Mounting Addons", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155228.340:INFO:CONSOLE(1050)] "Status changed: Workshop Complete", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155308.428:INFO:CONSOLE(1050)] "Status changed: Отправка сведений о клиенте...", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155308.444:INFO:CONSOLE(1050)] "Status changed: Client info sent!", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155317.818:INFO:CONSOLE(1050)] "Status changed: Starting Lua...", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155338.403:INFO:CONSOLE(1050)] "Status changed: Lua Started!", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155420.109:INFO:CONSOLE(1050)] "Status changed: Fully connected!", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155421.111:INFO:CONSOLE(1050)] "Status changed: Ready to play!", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/155758.648:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0223/155758.916:INFO:CONSOLE(210)] "Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://www.youtube-nocookie.com') does not match the recipient window's origin ('https://purrcoding.b-cdn.net').", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (210)
[0223/155759.160:INFO:CONSOLE(210)] "Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://www.youtube-nocookie.com') does not match the recipient window's origin ('https://purrcoding.b-cdn.net').", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (210)
[0223/155802.480:INFO:CONSOLE(1)] "ERROR:Video is age-restricted or unplayable for unknown reasons.", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0223/155802.592:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 19
[0223/155812.501:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0223/155813.456:INFO:CONSOLE(1)] "ERROR:Video is age-restricted or unplayable for unknown reasons.", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0223/155813.577:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 31
[0223/155815.171:INFO:CONSOLE(1)] "PLAY: garrysmod/ui_hover.wav", source: https://purrcoding.github.io/gm-mediaplayer/scripts/request.js (1)
[0223/155816.931:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0223/155817.885:INFO:CONSOLE(1)] "ERROR:Video is age-restricted or unplayable for unknown reasons.", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0223/155818.010:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 43
[0223/160335.084:INFO:CONSOLE(1033)] "Game Details: Zoltins Sandbox ❄️⛄❄️⛄🎄🎅 [Build/Kill] gm_excess_construct_13 sandbox", source: https://zoltins.uk/?steamid=76561199509005790 (1033)
[0223/160335.085:INFO:CONSOLE(1017)] "Uncaught TypeError: Cannot read property 'style' of null", source: https://zoltins.uk/?steamid=76561199509005790 (1017)
[0223/160342.634:INFO:CONSOLE(1056)] "Files needed: 59", source: https://zoltins.uk/?steamid=76561199509005790 (1056)
[0223/160342.635:INFO:CONSOLE(1043)] "Total files to download: 75", source: https://zoltins.uk/?steamid=76561199509005790 (1043)
[0223/160345.645:INFO:CONSOLE(1050)] "Status changed: 1/58 (0 B) - Fetching info about workshop addons...", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160345.802:INFO:CONSOLE(1056)] "Files needed: 59", source: https://zoltins.uk/?steamid=76561199509005790 (1056)
[0223/160345.802:INFO:CONSOLE(1043)] "Total files to download: 75", source: https://zoltins.uk/?steamid=76561199509005790 (1043)
[0223/160346.260:INFO:CONSOLE(1050)] "Status changed: 1/58 (2.3 GB) - Loading 'Media Player (Updated Edition)'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.332:INFO:CONSOLE(1050)] "Status changed: 2/58 (2.3 GB) - Loading 'PAC3'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.346:INFO:CONSOLE(1050)] "Status changed: 3/58 (2.3 GB) - Loading 'Prop2Mesh'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.352:INFO:CONSOLE(1050)] "Status changed: 4/58 (2.3 GB) - Loading 'Popcorn SWEP'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.402:INFO:CONSOLE(1050)] "Status changed: 5/58 (2.3 GB) - Loading 'Glide // Styled's Vehicle Base'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.415:INFO:CONSOLE(1050)] "Status changed: 6/58 (2.3 GB) - Loading 'Glide // GTAV: Helicopters'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.430:INFO:CONSOLE(1050)] "Status changed: 7/58 (2.3 GB) - Loading 'GPaint'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.493:INFO:CONSOLE(1050)] "Status changed: 8/58 (2.3 GB) - Loading 'Musical Keyboard'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.507:INFO:CONSOLE(1050)] "Status changed: 9/58 (2.3 GB) - Loading '[simfphys] Trailers Reborn'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.513:INFO:CONSOLE(1050)] "Status changed: 10/58 (2.3 GB) - Loading 'Wiremod Canary'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.584:INFO:CONSOLE(1050)] "Status changed: 11/58 (2.3 GB) - Loading 'Wowozela'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.598:INFO:CONSOLE(1050)] "Status changed: 12/58 (2.3 GB) - Loading 'StarfallEx - Git Master'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.611:INFO:CONSOLE(1050)] "Status changed: 13/58 (2.3 GB) - Loading 'Cool™ Hitmarkers'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.623:INFO:CONSOLE(1050)] "Status changed: 14/58 (2.3 GB) - Loading 'Melee Arts 2'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.691:INFO:CONSOLE(1050)] "Status changed: 15/58 (2.3 GB) - Loading 'Toybox Classics (Reworked)'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.705:INFO:CONSOLE(1050)] "Status changed: 16/58 (2.3 GB) - Loading 'gm_excess_construct'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.719:INFO:CONSOLE(1050)] "Status changed: 17/58 (2.3 GB) - Loading 'Zoltins Content'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.724:INFO:CONSOLE(1050)] "Status changed: 18/58 (2.3 GB) - Loading 'Wiremod'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.792:INFO:CONSOLE(1050)] "Status changed: 19/58 (2.3 GB) - Loading 'SProps Workshop Edition'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.806:INFO:CONSOLE(1050)] "Status changed: 20/58 (2.3 GB) - Loading 'Half-Life 1 Prop Pack'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.813:INFO:CONSOLE(1050)] "Status changed: 21/58 (2.3 GB) - Loading '3D2D Textscreens'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.828:INFO:CONSOLE(1050)] "Status changed: 22/58 (2.3 GB) - Loading 'info_player_start NPC & Player'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.891:INFO:CONSOLE(1050)] "Status changed: 23/58 (2.3 GB) - Loading 'Outfitter: Multiplayer Playermodels!'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.910:INFO:CONSOLE(1050)] "Status changed: 24/58 (2.3 GB) - Loading 'Half-Life 2 Leak Prop Pack (Light)'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.927:INFO:CONSOLE(1050)] "Status changed: 25/58 (2.3 GB) - Loading 'D-Props Scenic Building'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.937:INFO:CONSOLE(1050)] "Status changed: 26/58 (2.3 GB) - Loading 'Building Props Pack'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.967:INFO:CONSOLE(1050)] "Status changed: 27/58 (2.3 GB) - Loading 'Half-Life 2 Building Kit'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.978:INFO:CONSOLE(1050)] "Status changed: 28/58 (2.3 GB) - Loading '[simfphys] GTA San Andreas Cars'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160346.996:INFO:CONSOLE(1050)] "Status changed: 29/58 (2.3 GB) - Loading 'Огнетушитель'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.020:INFO:CONSOLE(1050)] "Status changed: 30/58 (2.3 GB) - Loading 'Media Player - Extended Props'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.036:INFO:CONSOLE(1050)] "Status changed: 31/58 (2.3 GB) - Loading 'Vape SWEP'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.054:INFO:CONSOLE(1050)] "Status changed: 32/58 (2.3 GB) - Loading 'Stockplus - More Construct Props'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.071:INFO:CONSOLE(1050)] "Status changed: 33/58 (2.3 GB) - Loading 'Scene Builder'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.095:INFO:CONSOLE(1050)] "Status changed: 34/58 (2.3 GB) - Loading '[simfphys] Mafia:TCoLH cars'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.123:INFO:CONSOLE(1050)] "Status changed: 35/58 (2.3 GB) - Loading 'Camouflage Man'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.153:INFO:CONSOLE(1050)] "Status changed: 36/58 (2.3 GB) - Loading 'UU-Branded Prop Pack'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.184:INFO:CONSOLE(1050)] "Status changed: 37/58 (2.3 GB) - Loading 'Primitive'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.200:INFO:CONSOLE(1050)] "Status changed: 38/58 (2.3 GB) - Loading 'Tank Track Tool'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.223:INFO:CONSOLE(1050)] "Status changed: 39/58 (2.3 GB) - Loading 'Blue's Slots - Double Or Nothing Content'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.246:INFO:CONSOLE(1050)] "Status changed: 40/58 (2.3 GB) - Loading 'Blue's Slots - Content'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.276:INFO:CONSOLE(1050)] "Status changed: 41/58 (2.3 GB) - Loading 'GMBlox'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.293:INFO:CONSOLE(1050)] "Status changed: 42/58 (2.3 GB) - Loading 'Fishing Mod'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.319:INFO:CONSOLE(1050)] "Status changed: 43/58 (2.3 GB) - Loading 'Half Life 2 Props Extended'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.344:INFO:CONSOLE(1050)] "Status changed: 44/58 (2.3 GB) - Loading '[simfphys] Mafia 2 cars'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.366:INFO:CONSOLE(1050)] "Status changed: 45/58 (2.3 GB) - Loading '[simfphys] FLEX'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.398:INFO:CONSOLE(1050)] "Status changed: 46/58 (2.3 GB) - Loading '[Simfphys] Mafia 2 Hank B Reworked+Fuel Tank trailer'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.428:INFO:CONSOLE(1050)] "Status changed: 47/58 (2.3 GB) - Loading '[Simfphys] GTA San andreas trucks and trailers UPDATED
'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.444:INFO:CONSOLE(1050)] "Status changed: 48/58 (2.3 GB) - Loading 'Track Assembly Tool'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.516:INFO:CONSOLE(1050)] "Status changed: 49/58 (2.3 GB) - Loading 'Manable Emplacements'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.532:INFO:CONSOLE(1050)] "Status changed: 50/58 (2.3 GB) - Loading '[Materials] GTAIV Shared Vehicle Textures'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.548:INFO:CONSOLE(1050)] "Status changed: 51/58 (2.3 GB) - Loading 'Overhauled Radial Menu'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.584:INFO:CONSOLE(1050)] "Status changed: 52/58 (2.3 GB) - Loading 'Space Sandwich for Gmblox'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.594:INFO:CONSOLE(1050)] "Status changed: 53/58 (2.3 GB) - Loading 'Content'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.607:INFO:CONSOLE(1050)] "Status changed: 54/58 (2.3 GB) - Loading '[simfphys] - Armed'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.632:INFO:CONSOLE(1050)] "Status changed: 55/58 (2.3 GB) - Loading 'Newtonian Physgun'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.639:INFO:CONSOLE(1050)] "Status changed: 56/58 (2.3 GB) - Loading 'The Division // Glide'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.661:INFO:CONSOLE(1050)] "Status changed: 57/58 (2.3 GB) - Loading 'Crappy Video Camera'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.698:INFO:CONSOLE(1050)] "Status changed: 58/58 (2.3 GB) - Loading 'Div Foliage And Props'", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.736:INFO:CONSOLE(1050)] "Status changed: Mounting Addons", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160347.746:INFO:CONSOLE(1050)] "Status changed: Workshop Complete", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160348.708:INFO:CONSOLE(1050)] "Status changed: Отправка сведений о клиенте...", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160348.733:INFO:CONSOLE(1050)] "Status changed: Client info sent!", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160356.058:INFO:CONSOLE(1050)] "Status changed: Starting Lua...", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160411.260:INFO:CONSOLE(1050)] "Status changed: Lua Started!", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160441.341:INFO:CONSOLE(1050)] "Status changed: Fully connected!", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160442.318:INFO:CONSOLE(1050)] "Status changed: Ready to play!", source: https://zoltins.uk/?steamid=76561199509005790 (1050)
[0223/160443.562:INFO:CONSOLE(1)] "'window.webkitStorageInfo' is deprecated. Please use 'navigator.webkitTemporaryStorage' or 'navigator.webkitPersistentStorage' instead.", source: https://rules.zoltins.uk/cdn-cgi/challenge-platform/scripts/jsd/main.js (1)
[0223/160628.954:INFO:CONSOLE(1)] "PLAY: garrysmod/ui_hover.wav", source: https://purrcoding.github.io/gm-mediaplayer/scripts/request.js (1)
[0223/160631.654:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0223/160631.914:INFO:CONSOLE(210)] "Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://www.youtube-nocookie.com') does not match the recipient window's origin ('https://purrcoding.b-cdn.net').", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (210)
[0223/160632.173:INFO:CONSOLE(210)] "Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://www.youtube-nocookie.com') does not match the recipient window's origin ('https://purrcoding.b-cdn.net').", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (210)
[0223/160633.696:INFO:CONSOLE(1)] "ERROR:Video is age-restricted or unplayable for unknown reasons.", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0223/160633.799:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 15
[0223/160637.152:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0223/160638.122:INFO:CONSOLE(1)] "ERROR:Video is age-restricted or unplayable for unknown reasons.", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0223/160638.247:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 27
[0223/160717.401:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0223/160718.483:INFO:CONSOLE(1)] "ERROR:Video is age-restricted or unplayable for unknown reasons.", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0223/160718.606:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 39
[0223/160718.671:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 41
[0223/170912.760:INFO:CONSOLE(0)] "Access to XMLHttpRequest at 'https://graphs.cfcservers.org/loading?id=76561199509005790&w=1126&h=736&first=true' from origin 'https://loading.cfcservers.org' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource.", source: https://loading.cfcservers.org/v2/cfc3/ (0)
[0223/171746.302:INFO:CONSOLE(0)] "Access to XMLHttpRequest at 'https://graphs.cfcservers.org/loading?id=76561199509005790&w=1126&h=736&first=true' from origin 'https://loading.cfcservers.org' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource.", source: https://loading.cfcservers.org/v2/cfc3/ (0)
[0223/172142.158:INFO:CONSOLE(12)] "REAL_FRAME_PASSED", source: asset://html/?PGh0bWw+CgkJCQk8aGVhZD4KCQkJCTxzdHlsZSB0eXBlPSJ0ZXh0L2NzcyI+CgkJCQkJaHRtbAoJCQkJCXsKCQkJCQkJb3ZlcmZsb3c6aGlkZGVuOwoJCQkJCQltYXJnaW46IC04cHggLThweDsJCQkJCX0KCQkJCTwvc3R5bGU+CgkJCQk8c2NyaXB0PgoJCQkJCXdpbmRvdy5vbmxvYWQgPSBmdW5jdGlvbigpIHsKCQkJCQkJc2V0SW50ZXJ2YWwoZnVuY3Rpb24oKSB7CgkJCQkJCQljb25zb2xlLmxvZygnUkVBTF9GUkFNRV9QQVNTRUQnKTsKCQkJCQkJfSwgNTApOwoJCQkJCX07CgkJCQk8L3NjcmlwdD4KCQkJCTwvaGVhZD4KCgkJCQk8Ym9keT4KCQkJCQk8aW1nIHNyYz0iaHR0cHM6Ly9naXRodWIuY29tL3ozQTN6L2xlbHRlc3QvcmF3L21haW4vdzQ3Mk1Vbi5wbmc/cmF3PXRydWUiIGFsdD0iIiB3aWR0aD0iMTAyNCIgaGVpZ2h0PSIxMDI0IiAvPgoJCQkJPC9ib2R5PgoJCQk8L2h0bWw+ (12)
